name,category,subtype,listing_capable,address,latitude,longitude,phone,rating,reviews,status,flags
Hộ Kinh Doanh Phụ Tùng Xe Lê Tấn,parts,,Y,56 Đ. Tái Thiết,10.7913996,106.6513858,+84 933 043 678,4.5,75,,
Kensa Kiểm tra xe cũ,parts,used_parts,Y,236/43/3 Điện Biên Phủ,10.797578,106.7077097,+84 901 817 129,4.6,73,,
Khánh Hoàng Pô,parts,used_parts,Y,32 Phạm Hữu Chí,10.7557296,106.6577704,+84 983 444 502,4.9,101,,
Kim Loan - Tiệm Sửa Xe Máy,parts,,Y,19 Nguyễn Oanh,10.8278379,106.6792277,,3.8,8,,
Lê Thanh Decal,parts,used_parts,Y,672 Đ. Hậu Giang,10.7478569,106.6336097,+84 834 821 822,4.8,218,,
Lốp xe Rửa Xe Minh Đức,parts,used_parts,Y,209 Trần Não,10.7858858,106.7296894,+84 975 525 042,4.8,66,,
Lộc Lại Underbone,parts,,Y,332/44 Đ. Phan Văn Trị,10.8194353,106.6967097,+84 903 973 137,4.0,70,,
MRacing Shop,parts,used_parts,Y,Đường số 266/B9 Lô A Bùi Minh Trực,10.7374033,106.6565432,+84 904 560 915,5.0,2,,
Max Power Phụ Tùng Xe Máy,parts,,Y,1 Đ. Đặng Thuỳ Trâm,10.8245427,106.7031509,+84 904 463 849,5.0,2,,
Minh 308 Motorbike Parts Shop,parts,,Y,570 Nguyễn Chí Thanh,10.7583724,106.6604821,+84 28 3855 0453,5.0,1,,
Motor Loong Nguyễn,parts,used_parts,Y,149/B45 Lý Thánh Tông,10.7662985,106.6247818,+84 928 122 226,3.8,31,,
MotorSpa,parts,used_parts,Y,214/38 Đ. Hàn Hải Nguyên,10.7597152,106.6457573,+84 869 997 898,4.7,204,,
Motorbike Parts Shop Le Tan,parts,,Y,154 Đ. Trần Huy Liệu,10.79804,106.6777749,+84 838 453 458,4.5,13,,
Motorbike parts market Cho Phu Tung Xe May,parts,,Y,79 Đ. Đỗ Ngọc Thạnh,10.7549898,106.6560368,,5.0,1,,
Mua xe máy cũ quận Tân Phú,parts,used_parts,Y,2 Chu Văn An,10.789585,106.6367865,+84 814 230 875,5.0,2,,
Màn Hình DVD Androi Xe Chevrolet Aveo,parts,used_parts,Y,61A Trần Bình Trọng,10.8139162,106.6870454,+84 977 666 759,5.0,1,,
Màn Hình DVD Androi Xe Ford Everest,parts,used_parts,Y,22B Đ. Nguyễn Thượng Hiền,10.8136992,106.6861059,+84 934 044 228,,,,리뷰없음
"Mũ bảo hiểm 365, mũ chính hãng, bảo hành tại shop",parts,used_parts,Y,119/37 Dạ Nam,10.7478677,106.6851102,+84 907 638 601,4.6,37,,
Nguyen Thi Ngoc Bich Motorcycle Repairing Store,parts,,Y,25C Đ. Phan Văn Trị,10.8282586,106.6865034,+84 979 701 350,5.0,1,,
Ngọc Thành Chuyên Phụ Tùng Moto Suzuki,parts,,Y,94 Đ. An Nhơn,10.8365822,106.6788313,+84 938 998 148,4.3,134,,
Nhân Râu MOTORBIKE,parts,used_parts,Y,50 Đ.Tùng Thiện Vương,10.7487541,106.6661466,,4.9,59,,
Nova4x4,parts,used_parts,Y,1 Nguyễn Thanh Sơn,10.7728188,106.7531395,+84 1900 4479,4.9,463,,
Nón Xe Đạp Poc - Cửa Hàng Nón Poc Chính Hãng TPHCM P01 Falcon Đuôi Nhọn Ống Xả Pô Poc Tai Mèo,parts,used_parts,Y,723 Đ. Hưng Phú,10.7458348,106.6675248,+84 906 938 461,5.0,231,,
OMEGA SHOP,parts,,Y,56 Nguyễn Hữu Cảnh,10.7888975,106.7159135,+84 903 655 081,5.0,2,,
PHƯỢNG PÔ SHOP,parts,used_parts,Y,26D Đ. Võ Văn Dũng,10.7811772,106.6260852,+84 902 598 730,4.1,14,,
PHỤ TÙNG CƠ GIỚI KHẮC DUY,parts,,Y,515 Điện Biên Phủ,10.8012431,106.715535,+84 28 3510 6677,4.4,50,,
PHỤ TÙNG STB,parts,,Y,130 Lê Minh Xuân,10.787242,106.654646,+84 906 222 666,4.7,14,,
PHỤ TÙNG SUZUKI HONDA HUYỀN PHẠM,parts,,Y,23/46 Quang Trung,10.8293036,106.6674291,+84 931 810 047,4.5,17,,
PHỤ TÙNG XE MÁY TRƯỜNG GIANG,parts,,Y,147 Phạm Văn Bạch,10.8165417,106.6359188,+84 346 696 797,4.6,15,,
Phan Thong Motor,parts,used_parts,Y,486/1 Điện Biên Phủ,10.8008525,106.7124816,+84 906 620 266,5.0,2,,
Phu Ai Thanh Motorcycle Parts Store,parts,,Y,100 Đ. Huỳnh Mẫn Đạt,10.7560548,106.6765454,+84 965 021 796,,,,리뷰없음
Phu Tung 2 Banh,parts,,Y,393 Tô Hiến Thành,10.7750806,106.6627112,+84 886 458 852,5.0,2,,
Phuộc YSS Thái Lan - Trung Tâm Bảo Dưỡng Phụ Tùng Xe Máy Chính Hãng,parts,,Y,97 Đ. Huỳnh Mẫn Đạt,10.7550359,106.6765053,+84 354 390 039,4.6,134,,
Phụ Kiện Phượt,parts,used_parts,Y,308 Nguyễn Sơn,10.7838567,106.6239483,+84 909 877 448,4.4,38,,
Phụ Tùng 153,parts,,Y,153 Đ. Bùi Hữu Nghĩa,10.7961627,106.6982458,+84 888 005 054,5.0,2,,
Phụ Tùng A Phón,parts,,Y,24 Đường Số 61,10.8115863,106.7282011,+84 967 836 301,5.0,1,,
"Phụ Tùng An ( Đổi Bình , Thay Nhớt, Vỏ Xe,...)",parts,,Y,139 Đ. Bùi Hữu Nghĩa,10.7959316,106.6981885,+84 908 224 463,5.0,14,,
Phụ Tùng Cơ Giới Trường Hải,parts,,Y,459 Điện Biên Phủ,10.8018253,106.7138274,+84 28 3898 2851,4.5,11,,
Phụ Tùng Ford Transit,parts,,Y,"QM6M+C7F, An Dương Vương",10.7610705,106.6831613,+84 777 555 033,4.5,2,,
Phụ Tùng Honda Hưng Lợi,parts,,Y,97 Tân Thành,10.7557981,106.6553371,+84 28 3956 2148,5.0,2,,
Phụ Tùng Honda Tân Thành Phát,parts,,Y,164 Dương Tử Giang,10.7566735,106.6547115,+84 983 507 970,4.3,11,,
Phụ Tùng Hương Trà,parts,,Y,"481/36/3, Trường Chinh",10.7997917,106.638612,+84 902 815 954,,,,리뷰없음
Phụ Tùng KIA Bình Triệu,parts,,Y,153 QL13,10.8324592,106.7138616,+84 967 773 893,5.0,1,,
Phụ Tùng KYMCO Thành Xíu,parts,used_parts,Y,146A Phạm Hữu Chí,10.7552435,106.6545498,+84 908 818 779,4.0,5,,
Phụ Tùng Kawasaki,parts,,Y,398 Nguyễn Thị Thập,10.7390222,106.7099821,+84 823 202 204,5.0,,,
Phụ Tùng Kia Tp.hcm,parts,,Y,28/7 Trần Thị Nghỉ,10.8261666,106.6818314,+84 903 652 112,3.0,1,,
Phụ Tùng Lan Anh Quận 7,parts,,Y,4a Đ. Số 30,10.7406175,106.7053704,+84 909 849 837,5.0,2,,
Phụ Tùng Lâm Tú( TÚ TÂN THÀNH),parts,,Y,98 i Dương Tử Giang,10.7549812,106.6549816,+84 965 213 292,4.8,12,,
Phụ Tùng Mercedes Sprinter,parts,used_parts,Y,189 Lê Hồng Phong,10.7584459,106.6775772,+84 909 225 358,5.0,3,,
Phụ Tùng Máy Xúc,parts,,Y,22 Bình Lợi,10.8264676,106.7065063,+84 942 563 423,5.0,2,,
Phụ Tùng Mạnh Tiến,parts,,Y,341/11S Lạc Long Quân,10.7703631,106.6400563,+84 332 615 489,4.2,18,,
Phụ Tùng Nhập Khẩu Chính Hãng,parts,,Y,Mở cửa lúc 8:00 Thứ 3 · +84 902 851 575,15.7939252,105.9102332,+84 902 851 575,4.7,115,,
Phụ Tùng Solati,parts,,Y,14B Đ. Phan Văn Trị,10.8282734,106.6864027,+84 909 225 358,5.0,4,,
Phụ Tùng Thiện Kim,parts,,Y,Đ. Lâm Văn Bền,10.7465314,106.7136279,+84 349 411 986,,,,리뷰없음
Phụ Tùng Toyota Chính Hãng,parts,,Y,35 Nguyễn Tiểu La,10.7629579,106.6662628,+84 907 116 468,4.8,6,,
Phụ Tùng Toyota Hữu Hạnh,parts,used_parts,Y,190/35 Nguyễn Tiểu La,10.7640708,106.667054,+84 945 979 600,4.6,48,,
Phụ Tùng Toàn-Toàn Phát,parts,,Y,41A Hoàng Xuân Nhị,10.7769837,106.644734,+84 931 345 680,5.0,4,,
Phụ Tùng Trạm xe Ông Già,parts,,Y,258 Huỳnh Tấn Phát,10.7539911,106.7281287,+84 904 772 474,5.0,,,
Phụ Tùng Trọng Tín Shop,parts,,Y,58/16 Tân Cảng,10.8008128,106.7216898,+84 901 966 996,4.8,163,,
Phụ Tùng Tân Thành,parts,,Y,423/34/3C Lạc Long Quân,10.77422,106.644791,+84 931 433 112,5.0,1,,
Phụ Tùng XE TUI - Đồ chơi phụ tùng xe máy,parts,,Y,303B Nguyễn Sơn,10.7838873,106.6229025,+84 909 877 448,4.4,63,,
Phụ Tùng Xe Máy,parts,,Y,137 Tân Thành,10.7555854,106.654211,+84 922 280 882,3.8,12,,체인
Phụ Tùng Xe Máy - Long Sắc,parts,,Y,127/3 Dương Tử Giang,10.756204,106.6543138,+84 786 667 887,5.0,1,,
Phụ Tùng Xe Máy A Hoà,parts,,Y,89a Tân Thành,10.7557683,106.655534,+84 907 676 239,,,,리뷰없음
Phụ Tùng Xe Máy Anh Em AE,parts,,Y,"765 Đ. Hồng Bàng, Bình Tây",10.7535544,106.6445297,+84 28 3636 3666,4.2,71,,
Phụ Tùng Xe Máy Anh Kỳ,parts,,Y,97 Dương Tử Giang,10.7550825,106.6547307,+84 28 3866 3965,3.6,20,,
Phụ Tùng Xe Máy Chị Thu,parts,,Y,26C Phạm Hữu Chí,10.7558175,106.6578707,+84 972 556 223,4.4,7,,
Phụ Tùng Xe Máy Hoàng Dung,parts,,Y,179 Đ. Thích Quảng Đức,10.798207,106.6871159,+84 938 082 015,5.0,1,,
Phụ Tùng Xe Máy Hương Ốc Kiểu,parts,,Y,121 Dương Tử Giang,10.7556848,106.6546293,,3.0,44,,
Phụ Tùng Xe Máy LÂM,parts,,Y,79/1 Dương Tử Giang,10.7547722,106.6547352,+84 987 393 969,3.7,3,,
Phụ Tùng Xe Máy Minh Độ,parts,,Y,89 Đinh Bộ Lĩnh,10.8087123,106.7091394,,5.0,3,,
Phụ Tùng Xe Máy Nhập Khẩu TNDG,parts,,Y,02 Phan Văn Đáng,10.7766312,106.7561999,,,,,리뷰없음
Phụ Tùng Xe Máy Niệm Mẫn,parts,,Y,38 Đường D7,10.7496629,106.7259504,+84 931 401 808,4.8,,,
Phụ Tùng Xe Máy Phúc Lâm,parts,,Y,76 Đ. Phùng Văn Cung,10.8010918,106.685234,+84 28 3995 2763,5.0,1,,
Phụ Tùng Xe Máy Phước Thành,parts,,Y,53 Đường số 5,10.7467402,106.6329817,+84 903 702 572,5.0,1,,
Phụ Tùng Xe Máy Sao Sáng,parts,,Y,75 Dương Tử Giang,10.7546896,106.6548086,+84 378 710 033,5.0,5,,
Phụ Tùng Xe Máy Sài Gòn (Minh Trí),parts,,Y,533 Lạc Long Quân,10.772116,106.6448681,+84 908 128 285,5.0,1,,체인
Phụ Tùng Xe Máy Sài Gòn (Minh Trí),parts,,Y,266 Đ. Thạch Lam,10.7792241,106.6242199,+84 908 128 285,5.0,4,,체인
Phụ Tùng Xe Máy THUẬN THÀNH,parts,,Y,93 Tân Thành,10.7558097,106.6554089,+84 932 685 258,4.3,29,,
Phụ Tùng Xe Máy Thành,parts,,Y,143 Đ. Bình Tiên,10.743021,106.643095,+84 906 789 075,3.1,7,,
Phụ Tùng Xe Máy Thành Phát,parts,,Y,399 Nơ Trang Long,10.8201273,106.7037885,,1.0,1,,
Phụ Tùng Xe Máy Trâm Mành,parts,,Y,67-69 Dương Tử Giang,10.7545777,106.6548221,+84 28 3855 5181,4.3,21,,
Phụ Tùng Xe Máy Tuấn 668,parts,,Y,436 QL13,10.8371,106.7140696,,,,,리뷰없음
Phụ Tùng Xe Máy Vũ Trụ,parts,,Y,103 Đ. Tân Thành,10.7870993,106.6398992,+84 589 155 260,4.3,6,,
Phụ Tùng Xe Nâng Tiến Phát,parts,,Y,224 Phan Văn Hân,10.7943777,106.7034751,+84 836 181 219,,,,리뷰없음
Phụ Tùng Xe Pháo Mã,parts,,Y,Lê Đình Thám,10.7977886,106.625881,+84 365 005 550,5.0,4,,
Phụ Tùng Xe Thiêm Thành,parts,,Y,77 Đ. Hoàng Văn Thụ,10.7992033,106.6780601,+84 903 388 993,4.4,10,,
Phụ Tùng Xe Tải HINO ISUZU,parts,,Y,100 Cộng Hòa,10.8018469,106.6506821,+84 985 089 578,5.0,2,,
Phụ Tùng Xe máy cũ Thu Lộc,parts,used_parts,Y,197 Đ. Hồng Phúc,10.8079692,106.4487799,+84 985 356 748,5.0,1,,
Phụ Tùng xe máy nhông sên dĩa giá sĩ,parts,,Y,36 Lê Niệm,10.779585,106.6273316,+84 913 725 982,5.0,1,,
Phụ Tùng ỳi. Xe Máy Hạnh Thái,parts,,Y,125 Dương Tử Giang,10.7560534,106.6546232,+84 28 3955 0257,4.0,1,,
Phụ kiện xe máy An Thành,parts,,Y,37/2a Đ.C18,10.7987487,106.6512763,+84 28 6292 5366,4.5,155,,
Phụ kiện xe máy Tín Đạt,parts,,Y,Đ.C18,10.7988441,106.6513615,+84 789 255 256,5.0,66,,
Phụ tùng & Sửa chữa xe máy Hữu Phước,parts,,Y,885 Nguyễn Duy Trinh,10.7913151,106.7980425,+84 909 507 352,4.8,24,,
Phụ tùng 2 Thì Thành - PNT,parts,,Y,1675 Phạm Thế Hiển,10.73807,106.651949,+84 902 668 842,4.8,4,,
Phụ tùng Bảo Long ( xe máy & xe đạp ),parts,,Y,9 Bình Long,10.7742968,106.6214307,+84 902 251 442,5.0,2,,
Phụ tùng HQ,parts,,Y,451/36 Tô Hiến Thành,10.7724407,106.6629333,+84 906 789 896,5.0,2,,
Phụ tùng Honda 91,parts,,Y,91 Đ. Bùi Hữu Nghĩa,10.7952611,106.6979092,+84 918 211 207,3.0,2,,
Phụ tùng Hyundai ThachKim,parts,,Y,27 đường 06 Khu Hado Centrosa,10.7765031,106.6798245,+84 938 009 286,4.6,12,,
Phụ tùng Kỳ Tân Phú,parts,,Y,14 Đ. Phạm Văn Xảo,10.7823828,106.6220831,+84 902 790 186,4.5,13,,
Phụ tùng Minh Phát - Chuyên Piston xe máy,parts,,Y,437/39 Đ. Hàn Hải Nguyên,10.7578931,106.6391717,+84 773 731 842,3.7,3,,
Phụ tùng Suzuki Tân Hoà Lợi,parts,,Y,160/65 Đ. Vườn Lài,10.7899186,106.6288562,+84 908 982 377,5.0,1,,
Phụ tùng Thế Hữu,parts,,Y,119 Đ. Vườn Lài,10.7877226,106.6322562,,5.0,2,,
Phụ tùng Toàn Phát - Bùi Thị Xuân,parts,,Y,222 Bùi Thị Xuân,10.7920478,106.6653754,+84 919 502 502,5.0,3,,
Phụ tùng Tuyết Anh,parts,used_parts,Y,93 Dương Tử Giang,10.7550021,106.6547493,,3.8,61,,
Phụ tùng Tín Phát,parts,,Y,58/16 Tân Cảng,10.8008014,106.7217237,+84 931 966 996,5.0,5,,
Phụ tùng chevrolet Gia Định,parts,,Y,342 Đ. Lý Thường Kiệt,10.7826058,106.6548956,+84 933 310 254,4.5,4,,
Phụ tùng các loại xe gắn máy Triệu Khải.,parts,,Y,25 Cách Mạng Tháng Tám,10.783743,106.673379,+84 937 140 021,,,,리뷰없음
Phụ tùng cơ giới Hào Phát,parts,,Y,435 Điện Biên Phủ,10.8017418,106.7131532,+84 985 352 024,3.3,4,,
Phụ tùng rã xe hoàng phong,parts,,Y,37 Đ. Số 2,10.8375893,106.7160062,+84 388 788 042,5.0,5,,
Phụ tùng trang trí xe máy Ferri Hùng Cường,parts,,Y,71/33 Lãnh Binh Thăng,10.7620176,106.6549091,+84 908 830 368,5.0,19,,
Phụ tùng xe,parts,,Y,"Cầu Đinh Bộ Lĩnh, 85 Đinh Bộ Lĩnh",10.8074812,106.7092226,,,,,리뷰없음
Phụ tùng xe máy,parts,,Y,98K Dương Tử Giang,10.7550811,106.6549361,+84 812 123 351,5.0,4,,체인
Phụ tùng xe máy,parts,used_parts,Y,70 Đ. số 12,10.7799477,106.7660325,,,,,리뷰없음 · 체인
Phụ tùng xe máy - Phụ tùng xe độ - Phụ tùng kim phụng,parts,,Y,12 Đ. Kinh Dương Vương,10.7487884,106.6281657,+84 981 223 422,2.3,6,,
Phụ tùng xe máy 99G,parts,,Y,99G Phạm Hữu Chí,10.755228,106.6556839,+84 938 311 246,4.3,3,,
Phụ tùng xe máy Chí Bảo,parts,,Y,1 Nguyễn Thị Nhỏ,10.7515936,106.6503995,+84 903 636 256,3.2,14,,
Phụ tùng xe máy Giang Leo,parts,used_parts,Y,212 Nguyễn Tư Giản,10.8317023,106.6402412,+84 333 595 736,2.8,16,,
Phụ tùng xe máy HOÀNG PHI,parts,,Y,162/3E Dương Tử Giang,10.7566325,106.6549782,,5.0,1,,
Phụ tùng xe máy Hoàng mỹ,parts,,Y,PP72+V3G,10.7147942,106.7002102,,4.0,2,,
Phụ tùng xe máy Hồng Tâm Vương,parts,,Y,114 Dương Tử Giang,10.7555486,106.6549187,+84 914 621 677,4.4,7,,
Phụ tùng xe máy KTK,parts,,Y,1561 3 Tháng 2,10.7550375,106.6441441,+84 848 400 033,3.0,2,,
Phụ tùng xe máy Khải Hoàn,parts,,Y,A69 Nguyễn Trãi,10.7661236,106.6878541,,1.5,8,,
Phụ tùng xe máy Kim Anh,parts,,Y,"281, Lê Đức Thọ, P. 17, Q. Gò Vấp, Tp. Hồ Chí Minh",10.8408507,106.678195,+84 908 341 467,4.0,4,,
Phụ tùng xe máy Kim Xuân Thành,parts,used_parts,Y,Đường số 1/109 Đ. Lý Chiêu Hoàng,10.7381776,106.6190874,+84 936 442 022,5.0,1,,
Phụ tùng xe máy Lâm 318,parts,,Y,318 Lạc Long Quân,10.7681134,106.6434621,+84 908 907 868,4.5,8,,
Phụ tùng xe máy Lộc Thiện,parts,,Y,21 Nguyễn Hữu Thọ,10.7489778,106.7025698,+84 908 357 373,4.2,,,
Phụ tùng xe máy Quốc Trung,parts,,Y,44 Dương Quảng Hàm,10.833057,106.6855099,,5.0,1,,
Phụ tùng xe máy Recto ( Hodavi ),parts,,Y,115 Tân Thành,10.7557341,106.6550076,+84 28 3955 3399,4.0,10,,
Phụ tùng xe máy TPHCM,parts,used_parts,Y,Phạm Hữu Lầu,10.7054812,106.7292835,+84 902 882 359,,,,리뷰없음
Phụ tùng xe máy Thịnh Hào Phụng,parts,,Y,"YaMaha, 846 Nguyễn Chí Thanh",10.756972,106.653315,+84 918 185 060,,,,리뷰없음
Phụ tùng xe máy Tin Nguyễn,parts,,Y,1 Cù Lao,10.7960986,106.6893237,+84 916 877 770,3.9,25,,
Phụ tùng xe máy Tấn Thành,parts,used_parts,Y,36 QL50,10.7143989,106.6556137,+84 907 715 895,5.0,4,,
Phụ tùng xe máy chính hãng Thái Lan - Indonesia - Cửa hàng 100C Parts,parts,,Y,100C Hùng Vương,10.758886,106.6703042,+84 909 312 341,5.0,3,,
Phụ tùng xe máy minh ngô,parts,,Y,1/19/37 Đ. Lê Thúc Hoạch,10.7855084,106.6275934,+84 779 039 390,5.0,8,,
Phụ tùng xe máy minh quang (Valita),parts,,Y,108 Dương Tử Giang,10.7554597,106.6548925,+84 902 797 186,4.7,23,,
Phụ tùng xe máy sài gòn (Minh Đức),parts,,Y,33 Đ. Độc Lập,10.7917037,106.6356832,+84 908 128 258,5.0,2,,
Phụ tùng xe máy ắc quy Tuấn Phát,parts,,Y,"458 Mai Chí Thọ, P. An Phú",10.8027441,106.754159,+84 908 131 112,5.0,1,,
Phụ tùng xe nâng giá rẻ,parts,,Y,"327 Quang Trung, P.10, Q.Gò Vấp >> 327/19, Quang Trung",10.8289126,106.6709106,+84 944 894 899,5.0,3,,
Phụ tùng đồ chơi xe máy. TMTMOTO,parts,,Y,138 đường Nguyễn Trường Tộ,10.793164,106.632508,+84 909 151 595,,,,리뷰없음
"Phụ tùng, Đồ chơi xe máy Motor Taburo",parts,,Y,449/3 Bà Hạt,10.7654115,106.667304,+84 566 666 635,5.0,3,,
Phụ tùng- Sửa xe Phương Linh( Tư Út),parts,,Y,23 Lê Văn Lương,10.7512725,106.7051953,+84 913 620 727,,,,리뷰없음
Revzone Yamaha Motor Sài Gòn,parts,used_parts,Y,"Toà nhà UOA, 6 Tân Trào",10.7304871,106.724806,+84 1800 646476,4.7,578,,
Riding - Dirtbike Accessories,parts,,Y,76/14 Tôn Thất Thuyết,10.7539845,106.7136235,+84 375 351 014,4.8,,,
SAGOBI - Đồ xe Nhật Bản,parts,,Y,124-126 Bành Văn Trân,10.789809,106.6567053,+84 837 555 557,4.9,118,,
SANG RACING SHOP,parts,used_parts,Y,321 Đ. Trần Xuân Soạn,10.7517749,106.7129476,+84 938 048 619,4.8,20,,
Sagobike Givi shop,parts,used_parts,Y,219/4 Ngô Tất Tố,10.790535,106.7157829,+84 918 827 733,4.7,63,,
Sai Gon MaxSpeed,parts,,Y,61/1 Đường số 1,10.7865327,106.6468953,+84 902 623 588,4.3,186,,
Sang Kim Thành Chuyên Khoá Chống Trộm Smartkey Đèn Trợ Sáng Cho Xe Máy,parts,,Y,"84/16A, Tân Sơn Nhì",10.801962,106.6328072,+84 934 167 812,4.6,34,,
Shop 299,parts,,Y,34 Đường số 53,10.7376777,106.7081136,+84 385 223 225,4.9,,,
Shop Phương Nguyễn,parts,used_parts,Y,127/33 Ni Sư Huỳnh Liên,10.782676,106.6474924,+84 966 913 519,4.4,84,,
Shop Phụ Tùng,parts,,Y,44 Bạch Vân,10.7514326,106.6740787,+84 798 901 219,3.6,14,,
Shop Phụ Tùng Xe Máy 74,parts,,Y,74 Xô Viết Nghệ Tĩnh,10.7954002,106.7101631,,1.0,1,,
Shop Sh Saigon,parts,used_parts,Y,55a Đ. Nguyên Hồng,10.8181557,106.6930923,,3.8,27,,
Shop Zen Bá Đạo,parts,,Y,01 Trần Văn Quang,10.7794366,106.6496529,+84 932 009 302,4.5,21,,
Shop phụ tùng xe,parts,,Y,31/8/7/10 Đường 17,10.8242535,106.7182944,+84 982 116 306,4.9,7,,
Shop phụ tùng xe máy Sưởng Tuấn,parts,,Y,77/23 Dương Tử Giang,10.7545126,106.6546604,+84 909 816 168,5.0,2,,
Shop Đồ Chơi Xe Máy 68,parts,used_parts,Y,"79/45/51, q8 Phú Định",10.729127,106.6305189,+84 908 228 248,4.0,3,,
Shop Đồ Chơi Xe Máy Hoàng Ngọc,parts,,Y,166 Đ. Thạch Lam,10.7778844,106.6282208,+84 902 597 655,3.8,8,,
Shop Đồ chơi xe máy 68,parts,used_parts,Y,269A Trần Quý,10.7579961,106.6516433,+84 908 228 248,4.3,4,,
Shop2banh,parts,,Y,845 Đ. Trần Xuân Soạn,10.7515249,106.6973664,+84 909 284 039,3.8,,,체인
Shop2banh,parts,,Y,359a Tôn Đản,10.753829,106.7054991,+84 902 451 151,3.9,,,체인
Shop2banh,parts,,Y,346 Đ. Ung Văn Khiêm,10.8006961,106.7233362,+84 903 730 230,3.6,157,,체인
Shop2banh,parts,,Y,56 Nguyễn Văn Đậu,10.80734,106.687616,+84 937 213 222,4.0,616,,체인
Shop2banh,parts,,Y,457 Đ. Hoàng Văn Thụ,10.7967148,106.657428,+84 938 999 405,4.2,218,,체인
Shop2banh,parts,,Y,415 Tô Hiến Thành,10.7753667,106.6629237,+84 902 814 714,3.8,157,,체인
Shop2banh,parts,,Y,309 Đ. Vườn Lài,10.7876592,106.6270126,+84 906 644 645,3.9,442,,체인
Shop2banh,parts,,Y,687 Đ. Phan Văn Trị,10.827362,106.687681,+84 906 813 513,3.7,128,,체인
Shop2banh,parts,used_parts,Y,83 Đ. Hàn Hải Nguyên,10.7578796,106.6494995,+84 909 278 933,4.0,406,,체인
Shop2banh,parts,used_parts,Y,621 TL10,10.7577531,106.6145403,+84 906 312 709,3.7,265,,체인
Shop2banh,parts,used_parts,Y,557 Đ. Lê Văn Thọ,10.8525337,106.6559189,+84 938 831 381,3.8,417,,체인
Showroom Givi Vietnam,parts,,Y,171 Ngô Gia Tự,10.764284,106.672214,+84 28 6264 5452,4.6,221,,
Sivsole97 Bình Thạnh,parts,used_parts,Y,47B Trần Bình Trọng,10.8125167,106.6882249,+84 937 925 665,4.7,278,,
Siêu Tốc Độ Shop,parts,,Y,148 Trần Quang Khải,10.791951,106.6910497,+84 988 999 966,3.6,78,,
Song Minh Dai Phat Company LTD,parts,,Y,104 Đoàn Văn Bơ,10.7635559,106.703177,+84 903 386 264,4.5,2,,
SÀI GÒN AUDIO,parts,used_parts,Y,Nguyễn Thị Thập/4D Hẻm 198,10.7388281,106.717312,+84 338 032 266,5.0,1,,
Sơn Q1,parts,used_parts,Y,191 Nguyễn Chí Thanh,10.7585276,106.662463,+84 977 777 868,4.6,23,,
Sơn Samurai - Cửa Hàng Tân Thành,parts,,Y,463 Đ. Đỗ Xuân Hợp,10.8176048,106.7736323,+84 28 3731 1908,3.2,11,,
"SẠC BÌNH ẮC QUY,KÍCH BÌNH ,THU MUA BÌNH ĐIỆN CŨ",parts,used_parts,Y,"481/36/3, 481/11 Trường Chinh",10.8004615,106.6388704,+84 782 073 000,5.0,1,,
SỬA XE LƯU ĐỘNG MINH ĐÔNG,parts,used_parts,Y,311b Đ. Phan Văn Trị,10.815615,106.6951516,+84 908 568 512,3.9,70,,
Sửa Chữa Xe Máy- Xe Điện- Làm Nồi Tay Ga Chánh,parts,,Y,354 Nguyễn Chí Thanh,10.7595936,106.6663288,+84 908 714 106,4.4,85,,
Sửa Xe Bi (Chuyên Tân Trang Mua Bán Phụ Tùng Xe Máy),parts,,Y,111 Số 45,10.7595366,106.6991444,,,,,리뷰없음
Sửa Xe Honda Ngọc Châu,parts,used_parts,Y,140 Bình Quới,10.8182789,106.7230089,+84 933 367 393,4.6,10,,
Sửa Xe Máy Lưu Động 24H,parts,used_parts,Y,15 Nguyễn Hoàng,10.7993741,106.7443337,+84 348 528 622,3.2,75,,
Sửa Xe Tuân Tiến,parts,,Y,595 Đ. Hoàng Văn Thụ,10.794931,106.6555295,,4.2,38,,
Sửa phá xe Tân Phi Long (sửa mắc tiền),parts,used_parts,Y,173 Bình Lợi,10.8325274,106.7048986,+84 932 137 352,1.5,41,,
"Sửa xe tay ga Nguyễn Gia - Mua bán xe cũ giá tốt - Sửa xe Tân Bình uy tín chất lượng , bảo hành 1 Năm .",parts,used_parts,Y,37A Thăng Long,10.8026285,106.66039,+84 902 326 268,4.8,158,,
Sữa chữa - thay phụ tùng xe máy.,parts,,Y,"Gần ngã năm chuồng chó, 979 Nguyễn Kiệm",10.8228375,106.6788023,+84 966 815 572,,,,리뷰없음
Sữa chữa và tân trang xe máy Cường,parts,used_parts,Y,70 Bùi Tư Toàn,10.73201,106.6156565,+84 902 341 931,4.6,9,,
THẾ GIỚI ĐỒ CHƠI PHỤ TÙNG XE MÁY - ANH EM GIA NGHIỆP,parts,,Y,140 Phạm Hữu Chí,10.7552741,106.6550222,+84 932 002 828,3.4,5,,
TIỆM BÁN PHỤ TÙNG CHÍNH HÃNG -SỬA CHỮA XE MÁY NGUYÊN TRƯỜNG,parts,,Y,564 Lê Văn Lương,10.7322889,106.7009831,+84 777 664 665,4.4,,,
TLN Work Shop,parts,used_parts,Y,964 Nguyễn Kiệm,10.8247488,106.6794677,+84 332 342 686,4.8,98,,
TONY SCOOTER,parts,used_parts,Y,816/08 Trường Sa,10.7876444,106.6829509,+84 839 354 354,4.6,81,,
