name,category,address,latitude,longitude,phone,intro
Bãi gửi xe công viên Tao Đàn,parking,"QMGR+7V8, Trương Định",10.7756656,106.6922168,,Bãi đỗ xe / Ben Thanh
Nhà giữ xe 24/7,parking,376 Điện Biên Phủ,10.77419,106.6803072,,Bãi đỗ xe / Ben Thanh
Bãi Gửi Xe Phố Đi Bộ,parking,8(Hoc vien Ngan hang Viet Nam) Đ. Tôn Thất Thiệp,10.77389,106.702881,,Bãi đỗ xe / Ben Thanh
Bãi giử xe,parking,212 Lý Chính Thắng,10.7805315,106.682588,,Bãi đỗ xe / Ben Thanh
Bãi Giữ xe 32 Lê Anh Xuân,parking,40 Lê Anh Xuân,10.7722949,106.6950416,,Bãi đỗ xe / Ben Thanh
Dịch vụ giữ xe Thành Đạt,parking, · 2/46 Cao Thắng,10.7709828,106.6857112,,Bãi đỗ xe / Ben Thanh
Bãi Giữ xe 87,parking,87 Trần Quốc Thảo,10.7823074,106.6868864,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe Kỳ Hoà,parking,QMFF+V9P,10.7747099,106.6734376,,Bãi đỗ xe / Ben Thanh
Bãi xe bến súc,parking, · 39455 Hoàng Diệu,10.7641646,106.7095768,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe,parking,203 Nguyễn Trãi,10.7648336,106.6854205,,Khu đậu xe công cộng / Ben Thanh
Bãi Xe 220 Pasteur,parking,220 Pasteur,10.784145,106.6925293,,Bãi đỗ xe / Ben Thanh
bãi giữ xe vincom đồng khởi,parking,26 Lý Tự Trọng,10.7784767,106.7016069,,Bãi đỗ xe / Ben Thanh
Bãi xe 24h,parking,183 Cao Thắng,10.7748293,106.6746089,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe máy trong nhà ngày & đêm,parking,175/16 Đ. Nguyễn Thiện Thuật,10.7682163,106.6790098,,Bãi đỗ xe / Ben Thanh
Bãi Giữ Xe Máy,parking,78 Hồ Tùng Mậu,10.7730649,106.7032595,,Bãi đỗ xe máy / Ben Thanh
Bãi Giữ Xe 29 Nam Kì,parking,29 Nam Kỳ Khởi Nghĩa,10.76939,106.7017186,,Dịch vụ vận tải / Ben Thanh
Bãi gửi xe máy Song Lâm,parking,25 Huỳnh Thúc Kháng,10.7731515,106.7030374,,Bãi đỗ xe máy / Ben Thanh
PARKING Bãi xe máy tại Parkson 24/24,parking,45 Lê Thánh Tôn,10.777451,106.7021209,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe TNXP,parking, · 4 Trương Định,10.7710666,106.6969077,,Bãi đỗ xe máy / Ben Thanh
Bãi giữ xe 03 Công trường Quốc tế,parking,3 Công trường Quốc Tế,10.7825763,106.6951319,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe Công viên Bến Nhà Rồng,parking,1 Cầu Khánh Hội,10.76861,106.705905,,Bãi đỗ xe máy / Ben Thanh
Bãi giữ xe 1 Bến Vân Đồn,parking,1 Bến Vân Đồn,10.7680451,106.705344,,Bãi đỗ xe / Ben Thanh
Giữ Xe Phương,parking,,10.7612144,106.7016682,,/ Ben Thanh
Bãi giữ xe,parking,Hẻm 232bis Võ Thị Sáu,10.786724,106.686107,,Bãi đỗ xe máy / Ben Thanh
Bãi giữ xe Đường Sách Highlands,parking,"QMJX+2J3, 05 Công trường Công xã Paris",10.7799472,106.699438,,Bãi đỗ xe / Ben Thanh
Giữ xe công viên Số 1 Lý Thái Tổ,parking,chung cư Nguyễn Thiện Thuật,10.7674139,106.6785741,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe TNXP,parking,161 Lê Lai,10.771807,106.699084,,Bãi đỗ xe máy / Ben Thanh
Hầm xe Kumho,parking, · 39 Lê Duẩn,10.7816039,106.7005008,,Bãi đỗ xe / Ben Thanh
Giữ xe 24/7 - The Waterfront Saigon,parking,1A Tôn Đức Thắng,10.7808075,106.707491,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe máy,parking,QMCW+9F9 Khách sạn New world,10.770913,106.696236,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe linh,parking,441/45 Đường Nguyễn Đình Chiểu,10.7704487,106.683131,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe máy chùa Bồ Đề,parking,109/8A Bến Vân Đồn,10.7624116,106.7012374,,Bãi đỗ xe máy / Ben Thanh
Bãi giữ xe Công ty DV Công ích Quận 3,parking,42 Tú Xương,10.7784796,106.6842396,,Bãi đỗ xe máy / Ben Thanh
Bãi Đậu Xe 104 Yersin 24/24,parking,104 Yersin,10.7669625,106.6976759,,Bãi đỗ xe / Ben Thanh
Giữ xe Metro Bến Thành,parking,52 Lê Lai,10.7710475,106.6968809,,Bãi đỗ xe / Ben Thanh
BÃI XE 24h ( An Bảo Minh),parking,3 Công trường Mê Linh,10.7759241,106.7061077,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe Nétgen Hub,parking,223 Đ. Huỳnh Mẫn Đạt,10.7565704,106.6760803,,Bãi đỗ xe / Ben Thanh
bãi gửi xe tại bến tàu water bus Bạch Đằng,parking,QPG4+8Q8,10.7759312,106.7069201,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe Minh Hân,parking,78 Tôn Thất Thuyết,10.7533705,106.712448,,Bãi đỗ xe / Ben Thanh
Cứu hộ accquy,parking,8B Nguyễn Trung Trực,10.7744357,106.6988466,,Kho giữ xe ô tô / Ben Thanh
Bãi đỗ xe ParkTech,parking,04 Phạm Ngũ Lão,10.7685424,106.6934516,,Bãi đỗ xe / Ben Thanh
Giữ Xe Ô-Tô,parking,17 Lê Quý Đôn,10.7805873,106.6914642,,Bãi đỗ xe / Ben Thanh
IFC ONE,parking,1 Hàm Nghi,10.7697261,106.7055565,,Bãi đỗ xe / Ben Thanh
Bãi giữ xe Nguyễn Cửu Vân,parking,6 Nguyễn Cửu Vân,10.7953568,106.7085496,,Bãi đỗ xe / Sai Gon
Bãi Giữ Xe P,parking,282/1 Hai Bà Trưng,10.789042,106.690759,,Bãi đỗ xe / Sai Gon
Bãi Xe,parking,111 Đ. Nguyễn Phi Khanh,10.7916427,106.6924902,,Bãi đỗ xe / Sai Gon
"Công ty CP Bilparking - Bãi đỗ xe tự động, bãi đỗ xe thông minh",parking,10A Nguyễn Thị Minh Khai,10.7882534,106.7028941,,Nhà cung cấp thiết bị công nghiệp / Sai Gon
Bãi Xe Tân Cảng Logitem,parking, · 722A Nguyễn Hữu Cảnh,10.7970033,106.7231985,,Bãi đỗ xe / Sai Gon
Bãi giữ xe TNXP,parking,104 Hẻm 598 Điện Biên Phủ,10.7963002,106.7158578,,Bãi đỗ xe máy / Sai Gon
Bãi giữ xe Parking 24/24 xe máy Hai Bà Trưng,parking,"338 Hai Bà Trưng, P.Tân Định, 235-237 Trần Hưng Đạo",10.7901027,106.6893982,,Bãi đỗ xe / Sai Gon
Bãi giữ xe Bộ đội Biên phòng cũ.,parking,39606 Đ. Nguyễn Tất Thành,10.767086,106.705951,,Bãi đỗ xe / Sai Gon
Giữ Xe Trong Nhà,parking,,10.7940971,106.7042987,,/ Sai Gon
Bãi giữ xe TNXP,parking,"QPXF+F84, Võ Nguyên Giáp",10.7986207,106.723654,,Bãi đỗ xe máy / Sai Gon
Bãi Giữ Xe,parking,"QPF2+4H4, Pasteur",10.7727619,106.701466,,Bãi đỗ xe / Sai Gon
Bãi xe máy Cung Văn hóa Lao động TP. Hồ Chí Minh,parking,6 Huyền Trân Công Chúa,10.776383,106.693551,,Bãi đỗ xe máy / Sai Gon
Bãi Gửi Xe 24/24,parking,36A Đinh Bộ Lĩnh,10.8059245,106.7096834,,Bãi đỗ xe / Tan Dinh
Bãi Giữ Xe - Cà Phê Võng,parking,136/17 Trần Văn Kỷ,10.804641,106.6953907,,Bãi đỗ xe / Tan Dinh
Bãi giữ xe,parking,35 Nguyễn Huy Lượng,10.805512,106.6959568,,Bãi đỗ xe / Tan Dinh
"Bãi giữ xe số 3, cafe Miền đồng thảo",parking,174 Nguyễn Trọng Tuyển,10.7979795,106.6756357,,Bãi đỗ xe / Tan Dinh
Bãi giữ xe Hồng Bàng,parking,"GF, 195/10E Điện Biên Phủ",10.8006928,106.7066601,,Bãi đỗ xe / Tan Dinh
"Bãi Giữ, Gửi Xe Ô to - Xe Máy 164 Nguyễn Đình Chính, Phú Nhuận",parking,164 Nguyễn Đình Chính,10.7952539,106.6747795,,Bãi đỗ xe / Tan Dinh
Bãi giữ xe Tháng,parking,168 Đ. Thích Quảng Đức,10.8080254,106.6791934,,Bãi đỗ xe / Tan Dinh
Bãi Xe 62A,parking,62A Ngô Đức Kế,10.8086331,106.7014209,,Bãi đỗ xe / Tan Dinh
Cổng bãi gửi xe,parking,1 Đ. Vũ Tùng,10.8008727,106.6967558,,Điện thờ / Tan Dinh
Bãi giữ xe - CHI NHÁNH CÔNG TY TNHH TMDV CÔNG ÍCH VĂN TRUNG,parking,299 Cách Mạng Tháng Tám,10.7786288,106.6773219,,Bãi đỗ xe / Tan Dinh
Bãi giữ xe sinh viên Hutech,parking,53 Đ. Ung Văn Khiêm,10.8099718,106.7149905,,Bãi đỗ xe / Tan Dinh
Bãi giữ xe gần BV Chợ Rẫy,parking,229 Đ. Đào Duy Từ,10.7596297,106.6620698,,Bãi đỗ xe / Ban Co
Bãi giữ xe 500/4,parking,500/4 Nguyễn Chí Thanh,10.7589807,106.6621862,,Bãi đỗ xe / Ban Co
Bãi Giữ Xe Hungvuong,parking,18 Nguyễn Kim,10.7563599,106.6632741,,Bãi đỗ xe / Ban Co
Bãi đậu xe Thống Nhất,parking,QM66+8R8,10.7607901,106.6620641,,Bãi đỗ xe / Ban Co
Bãi xe sân bóng Kỳ Hoà,parking,"QMG9+9F4, Sư Vạn Hạnh Hẻm 824 Sư Vạn Hạnh",10.7758961,106.6687096,,Bãi đỗ xe / Ban Co
Bãi Giữ xe máy,parking,2 Đ. Dương Quang Trung,10.7735478,106.6659285,,Bãi đỗ xe / Ban Co
Bãi Gửi Xe Bình Minh,parking,27 Tân Hưng,10.7551994,106.6591657,,Bãi đỗ xe / Ban Co
Bãi giữ xe An Đông,parking,100 Hùng Vương,10.7585529,106.6706314,,Bãi đỗ xe / Ban Co
Bãi giữ xe Minh Quý,parking,550 Cách Mạng Tháng Tám,10.7859652,106.6666142,,Bãi đỗ xe / Ban Co
BÃI GIỮ XE 24h HƯNG PHÁT HIMLAM,parking, · 502/15 Đ. D4,10.7453296,106.6971302,,Bãi đỗ xe / Cau Ong Lanh
BÃI XE HỒNG HẢI QUẬN 7,parking,"cách, 68B Nguyễn Hữu Thọ, 300m Cầu Kênh Tẻ",10.7471396,106.7023472,,Bãi đỗ xe / Cau Ong Lanh
Bãi xe Lô A,parking,216 Hoà Hảo,10.762769,106.6720258,,Bãi đỗ xe / Cau Ong Lanh
Công Ty TNHH Giữ Xe Hoàng Sa Global,parking,165 Nguyễn Duy Dương,10.761562,106.670633,,Bãi đỗ xe / Cau Ong Lanh
BÃI GIỮ XE HƯNG PHÁT HIMLAM 24h/7,parking,502 Đ. D4,10.7453052,106.6971164,,Bãi đỗ xe / Cau Ong Lanh
Giặt Ơi! - 24/7 Laundry Service,laundry,167 Nguyễn Thị Minh Khai,10.7705648,106.6867462,,Dịch vụ giặt ủi / Ben Thanh
GOODLIFE LAUNDRY,laundry," · 212B/D14Bis, Nguyễn Trãi",10.7657957,106.6857261,,Dịch vụ giặt ủi / Ben Thanh
Giặt ủi Quận 1 - laundry service in district 1,laundry, · 265/8a Phạm Ngũ Lão,10.767499,106.691821,,Dịch vụ giặt ủi / Ben Thanh
"Tiệm giặt sấy 14G , Laundry Service 14G",laundry, · 14g1 Tôn Thất Đạm,10.7695775,106.7041181,,Dịch vụ giặt ủi / Ben Thanh
Tiệm Tự Giặt Sấy Đô Thị - Vĩnh Hội | Đô Thị Self-service Laundry Vĩnh Hội,laundry,72-74 Đ. Vĩnh Hội,10.7559122,106.7037737,,Hiệu giặt tự động / Ben Thanh
Shoesach Laundry Saigon - Giặt Là Sạch,laundry,70/1A Trần Đình Xu,10.7608848,106.6914208,,Dịch vụ giặt ủi / Ben Thanh
Giặt sấy Fast Clean,laundry,100/2A1 Trần Hưng Đạo,10.766217,106.693294,,Dịch vụ giặt ủi / Ben Thanh
Giặt Sấy Nhanh | Giặt Ủi Nhanh ( Spa - Nhà Hàng - Khách Sạn - Apartment ) Office Only,laundry,361B Phạm Ngũ Lão,10.767301,106.689571,,Dịch vụ giặt ủi / Ben Thanh
F5 LAUNDRY,laundry,12/2 Trương Định,10.7766375,106.6913613,,Dịch vụ giặt ủi / Ben Thanh
"Giặt Ủi 241/9 Phạm Ngũ Lão, Q1",laundry,241/9 Phạm Ngũ Lão,10.768027,106.692531,,Dịch vụ giặt ủi / Ben Thanh
Tiệm Giặt PaLeo - Giặt Sấy Luxury,laundry,100/1 Trần Hưng Đạo,10.7661664,106.6931782,,Dịch vụ giặt ủi / Ben Thanh
Giặt Hấp Hoàng Gia,laundry,385/32 Nguyễn Trãi,10.7588222,106.6849856,,Hiệu giặt là / Ben Thanh
Wash&Fold,laundry, · 18 bis/ 47 Nguyễn Thị Minh Khai,10.7860787,106.6990363,,Dịch vụ giặt ủi / Ben Thanh
Bảo Châu Laundry and Dry Cleaning,laundry," · Kế bên Bến Thành Group, 27 Nguyễn Trung Trực",10.7745183,106.69833,,Dịch vụ giặt ủi / Ben Thanh
Tiệm giặt ủi Cô Thơm (Laundry service),laundry,150/45 Bến Vân Đồn,10.7627463,106.6993124,,Dịch vụ giặt ủi / Ben Thanh
Laundry Funny,laundry,104 104/63 Bùi Viện,10.7673559,106.6927218,,Dịch vụ giặt ủi / Ben Thanh
Giặt ủi 55,laundry,212b/D4 Nguyễn Trãi,10.7650992,106.685539,,Dịch vụ giặt ủi / Ben Thanh
"Latusa Laundry Vinhome Quận 1 Giặt Hấp Dry Cleaning, Giặt Ủi, Vệ Sinh Giày, Sửa Chữa Túi Cao Cấp",laundry,"Vinhomes Golden River, 2 Tôn Đức Thắng",10.7869242,106.7112726,,Tiệm giặt khô / Ben Thanh
"HERAMO (Quận 1, Bình Thạnh) - Giặt Hấp, Vệ Sinh Sửa Chữa Giày, Spa Túi Cao Cấp - Premium Shoe Clean & Repair, Dry Cleaner",laundry,18A/71 Nguyễn Thị Minh Khai,10.7866881,106.6997429,,Tiệm giặt khô / Ben Thanh
Giặt sấy Đăng Khoa,laundry,46 Trần Nhân Tôn,10.7627472,106.674895,,Tiệm giặt khô / Ben Thanh
"HERAMO (Quận 1) - Giặt Hấp, Vệ Sinh Sửa Chữa Giày, Spa Túi Xách, Giặt Sofa Nệm Rèm Thảm - Premium Dry Cleaner, Shoe & Bag Spa",laundry,13C1 Hồ Hảo Hớn,10.760148,106.69347,,Tiệm giặt khô / Ben Thanh
Trạm Giặt BiO,laundry,222/8 Lý Thái Tổ,10.7671662,106.6773479,,Dịch vụ giặt ủi / Ben Thanh
Giặt Ủi Tiết Kiệm,laundry,"1B, Trần Văn Đang, Phường 9, Quận 3",10.7819711,106.679291,,Dịch vụ giặt ủi / Ben Thanh
Tiệm Giặt Hấp cao cấp Nhật Quang,laundry, · 151 Cao Thắng,10.7732632,106.6782613,,Dịch vụ giặt ủi / Ben Thanh
Mây Trắng Laundry,laundry,187 Lý Tự Trọng,10.7729731,106.6961608,,Dịch vụ giặt ủi / Ben Thanh
Tiệm giặt ủi Cali,laundry, · 18B Nguyễn Thị Minh Khai,10.7853553,106.7003247,,Dịch vụ giặt ủi / Ben Thanh
"HERAMO (Quận 10) - Giặt Hấp, Vệ Sinh Sửa Giày, Spa Túi Xách, Giặt Sofa Nệm Rèm Thảm - Premium Dry Cleaner, Shoe & Bag Spa",laundry,179B 3 Tháng 2,10.7720816,106.6753205,,Tiệm giặt khô / Ben Thanh
Giặt sấy nhanh MR. CLEAN,laundry,128 Đoàn Văn Bơ,10.7632091,106.7038724,,Hiệu giặt là / Ben Thanh
Tiệm Giặt Sấy CozyWash,laundry," · R8 Cư Xá Vĩnh Hội Đ, Nguyễn Hữu Hào",10.7611471,106.701804,,Dịch vụ giặt ủi / Ben Thanh
Tiệm giặt sấy Lê Ngọc,laundry,851 Hoàng Sa,10.7843369,106.6774585,,Hiệu giặt là / Ben Thanh
Giặt Ủi Laundry Service,laundry, · 26/17 Trương Định,10.7719983,106.6966117,,Dịch vụ giặt ủi / Ben Thanh
Giặt Ủi Thỏ Trắng,laundry,240 Lê Hồng Phong,10.760353,106.6772902,,Dịch vụ giặt ủi / Ben Thanh
"Mike's Laundry - Cửa hàng giặt sấy quần áo, đồ khách sạn",laundry,F109 Hoàng Diệu,10.761871,106.702904,,Dịch vụ giặt ủi / Ben Thanh
EMMA - giặt hấp cao cấp,laundry,258 Lý Thái Tổ,10.7671676,106.6765867,,Dịch vụ giặt ủi / Ben Thanh
Giặt Ủi Tận Nơi,laundry,47 Số 16,10.756926,106.704181,,Dịch vụ giặt ủi / Ben Thanh
Tiệm Giặt Sấy- Photocopy In Màu Nhà Bill,laundry,198/5 Đoàn Văn Bơ,10.7591657,106.7102231,,Dịch vụ giặt ủi / Ben Thanh
Tiệm Giặt Ủi Đại Hữu,laundry,24 Cao Thắng,10.7691039,106.6834698,,Dịch vụ giặt ủi / Ben Thanh
Tiệm Giặt Ủi Thỏ Trắng,laundry,97 Lê Thị Riêng,10.7710567,106.6905814,,Dịch vụ giặt ủi / Ben Thanh
Pi Laundry - Tiệm Giặt ủi,laundry,670/48 Đoàn Văn Bơ,10.761122,106.7042528,,Tiệm giặt khô / Ben Thanh
Giặt ủi 362/8,laundry,362/8 Nguyễn Đình Chiểu,10.7743153,106.6854935,,Dịch vụ giặt ủi / Ben Thanh
Cửa hàng Giặt Sấy KHANG & THƯ,laundry,144/10A Nguyễn Khoái,10.7568983,106.6937259,,Cửa hàng giặt là / Ben Thanh
Hệ thống cửa hàng giặt hấp cao cấp EWASH TRẦN QUANG DIỆU,laundry,26 Trần Quang Diệu,10.785002,106.678385,,Dịch vụ giặt ủi / Ben Thanh
Tiệm Giặt Ủi Quỳnh Anh,laundry,944 Trường Sa,10.78467,106.6779,,Dịch vụ giặt ủi / Ben Thanh
Giặt Ủi Nhanh Sài Gòn,laundry,"214B/C44, Nguyễn Trãi",10.7637246,106.6855658,,Dịch vụ giặt ủi / Ben Thanh
Giặt Ủi Alô,laundry,75 Trần Quang Diệu,10.7853426,106.678518,,Dịch vụ giặt ủi / Ben Thanh
Giặt Ủi Tốc Độ,laundry,,10.7601287,106.7060691,,/ Ben Thanh
Giặt Ủi Khaservices,laundry,"360C, Bến Vân Đồn, Phường 1, Quận 4, TP.Hồ Chí Minh",10.7554589,106.6926543,,Dịch vụ giặt ủi / Ben Thanh
Giặt Ủi Như Ý Quận 4,laundry,k15 Đ. cư xá Vĩnh Hội,10.7609189,106.6999762,,Tiệm giặt khô / Ben Thanh
Tiệm Giặt Ủi,laundry,133 Trần Phú,10.7560617,106.673349,,Dịch vụ giặt ủi / Ben Thanh
"HERAMO (Quận 4) - Giặt Hấp, Vệ Sinh Sửa Chữa Giày, Spa Túi Xách, Giặt Sofa Nệm Rèm Thảm - Premium Dry Cleaner, Shoe & Bag Spa",laundry,398 Hoàng Diệu,10.7595546,106.698229,,Tiệm giặt khô / Ben Thanh
Giặt sấy Plus.,laundry,143 Đ. Đỗ Thị Lời,10.7868698,106.6716912,,Hiệu giặt tự động / Ben Thanh
Giặt ủi Vy Vy,laundry,89 Đường Nguyễn Sơn Hà,10.7710154,106.6855366,,Cửa hàng giặt là / Ben Thanh
Bum's Laundry (Giặt ủi),laundry,212B/D4 Nguyễn Trãi,10.76511,106.685583,,Dịch vụ giặt ủi / Ben Thanh
Giặt ủi Dì Trinh - Nhanh - Sạch - Rẻ,laundry,300/15 Đoàn Văn Bơ,10.7568986,106.7119857,,Dịch vụ giặt ủi / Ben Thanh
"Giặt ủi, sửa quần áo Quận 1",laundry,59/11B Phạm Viết Chánh,10.76575,106.683226,,Hiệu giặt là / Ben Thanh
Giặt Sấy Giá Rẻ White Laundry,laundry,97 Xóm Chiếu,10.7584493,106.710963,,Dịch vụ giặt ủi / Ben Thanh
GIẶT SẤY TỰ ĐỘNG 2h | GIẶT - SẤY - HẤP - ỦI,laundry,45A Đ. Vĩnh Hội,10.7561771,106.7034882,,Dịch vụ giặt ủi / Ben Thanh
Giặt ủi HỒNG HẠNH,laundry,181/34 Đường Vườn Lài,10.7714915,106.6754886,,Dịch vụ giặt ủi / Ben Thanh
Giặt Sấy 12K,laundry,7 Nguyễn Hữu Hào,10.7637832,106.7001119,,Hiệu giặt là / Ben Thanh
Tiệm Giặt Sấy 247,laundry,"392/20/22, Cao Thắng",10.7757834,106.6734726,,Dịch vụ giặt ủi / Ben Thanh
(OPEN 24H) SESA Coin Laundry Cửa hàng giặt sấy tự động,laundry, · 170 Đề Thám,10.7658402,106.6946938,,Dịch vụ giặt ủi / Sai Gon
Tiệm Giặt Sấy Speed Wash,laundry, · 42 Huỳnh Mẫn Đạt,10.790949,106.708677,,Dịch vụ giặt ủi / Sai Gon
"Latusa Laundry (Bình Thạnh, Quận 1) - Giặt Sấy, Giặt Hấp, Giặt Ủi, Vệ Sinh Giày, Shoesspa",laundry,55 Nguyễn Cửu Vân,10.795363,106.707896,,Tiệm giặt khô / Sai Gon
Express Laundry 25K,laundry,62/4 Nguyễn Ngọc Phương,10.7894636,106.7081205,,Dịch vụ giặt ủi / Sai Gon
Giặt Sấy Cá Heo Vũ Huy Tấn,laundry,44 Vũ Huy Tấn,10.7958536,106.6949535,,Dịch vụ giặt ủi / Sai Gon
Giặt là Sáng CS3 - Tiệm giặt là người Điếc,laundry,117/109B Nguyễn Hữu Cảnh,10.7943048,106.7162265,,Cửa hàng giặt là / Sai Gon
Giặt sấy Aloha,laundry,Đường Lê Văn Duyệt,10.7975491,106.6980109,,Dịch vụ giặt ủi / Sai Gon
Giặt ủi Mây Trắng,laundry,54 Trần Quang Khải,10.792547,106.6943238,,Dịch vụ giặt ủi / Sai Gon
Cửa hàng Giặt ủi Min Laundry,laundry,6 Trần Nguyên Đán,10.792527,106.6935374,,Dịch vụ giặt ủi / Sai Gon
Giặt Ủi Xì Trum - 2,laundry,1/10 Điện Biên Phủ,10.79408,106.7003623,,Dịch vụ giặt ủi / Sai Gon
"Latusa Laundry (Phú Nhuận, Q1, Quận 3) Giặt Hấp Dry Cleaning, Giặt Ủi, Vệ Sinh Giày, Sửa Chữa Túi Cao Cấp",laundry,320 Đ. Phan Đình Phùng,10.798058,106.680967,,Tiệm giặt khô / Sai Gon
ALO VỆ SINH GIÀY - GIẶT HẤP GIÀY BALO TÚI XÁCH,laundry, · 16 Cù Lao,10.7962154,106.6894439,,Dịch vụ giặt ủi / Sai Gon
Dịch Vụ Giặt Ủi Laundry 24h,laundry,71G Ngô Tất Tố,10.7927786,106.7117151,,Dịch vụ giặt ủi / Sai Gon
"Giặt Sấy Gần Đây Quận 3- 60/3 Lý Chính Thắng, laundry, dry clean",laundry,60/3 Lý Chính Thắng,10.790494,106.6859987,,Dịch vụ giặt ủi / Sai Gon
Chuỗi giặt ủi cao cấp Mr Hoàng New World,laundry,25 Nguyễn Cửu Vân,10.7951079,106.7085914,,Hiệu giặt là / Sai Gon
Hệ Thống Giặt Sấy Pro 4.0,laundry,153 Điện Biên Phủ,10.7974541,106.702947,,Dịch vụ giặt ủi / Sai Gon
Tiệm giặt xanh,laundry,101 Ngô Tất Tố,10.7925,106.7131,,Dịch vụ giặt ủi / Sai Gon
"Dịch Vụ Giặt Nệm Bảo Linh,Tại Quận 1 ,Tp hcm",laundry," · 402 cc horizon, 214 Trần Quang Khải",10.7920568,106.6878821,,Dịch vụ giặt ủi / Sai Gon
Giặt sấy 10k (Hồng),laundry,30/49 Nguyễn Cửu Vân,10.7966708,106.7077671,,Dịch vụ giặt ủi / Sai Gon
Giặt Ủi Clean & Clear Saigon Pearl,laundry,"chung cư, Tầng hầm Topaz 1, 92 Nguyễn Hữu Cảnh",10.7905058,106.7202642,,Dịch vụ giặt ủi / Sai Gon
Giặt Sấy Như Ý - [NY],laundry,36 Huỳnh Văn Bánh,10.795268,106.6814018,,Dịch vụ giặt ủi / Sai Gon
GIẶT SẤY NHANH 270S,laundry,270s Đ. Bùi Hữu Nghĩa,10.7990521,106.6995475,,Dịch vụ giặt ủi / Sai Gon
Giặt Sấy 5T,laundry,34 Trần Nguyên Đán,10.7934347,106.6934627,,Dịch vụ giặt ủi / Sai Gon
Giặt Sấy Trang Thanh Bình,laundry,50 Điện Biên Phủ,10.7939505,106.7000256,,Dịch vụ giặt ủi / Sai Gon
Dịch Vụ Giặt Ủi Lê Thanh,laundry,228 Võ Văn Tần,10.7727714,106.686593,,Dịch vụ giặt ủi / Sai Gon
Giặt Ủi Lovely House,laundry,101B Phó Đức Chính,10.7985635,106.6974467,,Dịch vụ giặt ủi / Sai Gon
Giặt sấy 163 - Express Laundry - 세탁소,laundry,163 Nguyễn Hữu Cảnh,10.7968792,106.7192563,,Tiệm giặt khô / Sai Gon
Giặt Ủi Sấy Nhanh,laundry,49 Nguyễn Cửu Vân,10.7965794,106.7076,,Dịch vụ giặt ủi / Sai Gon
Cửa Hàng Tự Giặt Sấy Dry Cleaning Shop,laundry,235 Đường Nguyễn Thượng Hiền,10.7744179,106.6836612,,Dịch vụ giặt ủi / Sai Gon
Giặt Sấy Tik Tak 247 - Chi nhánh 6,laundry,119 Đ. Nguyễn Công Hoan,10.7987756,106.6905302,,Dịch vụ giặt ủi / Sai Gon
TIỆM GIẶT LAVARO,laundry,37 Hoa Sứ,10.7995265,106.6886675,,Dịch vụ giặt ủi / Sai Gon
Giặt Sấy Mr.Trí,laundry,127/19 Đ. Cô Giang,10.797511,106.6842623,,Dịch vụ giặt ủi / Sai Gon
Giặt Ủi Kim,laundry,23 Đ. Nguyễn Trường Tộ,10.7656392,106.7048228,,Dịch vụ giặt ủi / Sai Gon
Giặt-Là Phúc,laundry,214/57 Đ. Vạn Kiếp,10.7980729,106.693036,,Hiệu giặt là / Sai Gon
"Áo Mây Nguyễn Gia Trí - Giặt Sấy, Giặt Hấp, Vệ Sinh Giày",laundry,69/1/11 Nguyễn Gia Trí,10.802979,106.7150722,,Dịch vụ giặt ủi / Tan Dinh
Tiệm Tự Giặt Sấy Đô Thị - Huỳnh Văn Bánh | Đô Thị Self-Service Laundry,laundry,306 Huỳnh Văn Bánh,10.7919558,106.6732742,,Hiệu giặt tự động / Tan Dinh
MR TAN - LAUNDRY AND DRY CLEANING - GIẶT HẤP - GIẶT ỦI - VỆ SINH GIÀY,laundry,6B Đ. Trần Kế Xương,10.802492,106.692938,,Tiệm giặt khô / Tan Dinh
Giặt sấy Mr .ORGANIC-Laundry Service.,laundry,61 Đ. Nguyễn Đình Chính,10.7964979,106.679508,,Dịch vụ giặt ủi / Tan Dinh
Giặt Sấy Tuấn Tú,laundry,36/39 Nguyễn Gia Trí,10.8034513,106.716196,,Dịch vụ giặt ủi / Tan Dinh
Chuyên Giặt Sấy Bùi Đình Túy,laundry,210 Bùi Đình Tuý,10.8078324,106.7026322,,Dịch vụ giặt ủi / Tan Dinh
Giặt Sấy Tân Tân,laundry,35/22A Xô Viết Nghệ Tĩnh,10.7934888,106.7074121,,Dịch vụ giặt ủi / Tan Dinh
Giặt sấy 62 - LAUNDRY SERVICE,laundry,62 Trương Quốc Dung,10.796415,106.6724789,,Dịch vụ giặt ủi / Tan Dinh
Giặt Hấp - Giặt Sấy STV - Giặt Sấy Quận 3,laundry,"453/80b, Đ. Lê Văn Sỹ",10.7892054,106.6732683,,Dịch vụ giặt ủi / Tan Dinh
